geneID	Sex.Bias.Category	log2FoldChange
FBgn0000575	Highly female-biased	-2.06552557562212
FBgn0000577	Highly male-biased	11.8632330125573
FBgn0000578	Unbiased	0.117136307091865
FBgn0000579	Moderately female-biased	-1.9360477680081
FBgn0000581	Moderately male-biased	1.59593932634895
FBgn0000588	Moderately female-biased	-1.58565255219312
FBgn0000592	Highly male-biased	5.92931619807512
FBgn0000611	Moderately female-biased	-1.64188251819116
FBgn0000615	Highly male-biased	2.88518174464632
FBgn0000617	Highly female-biased	-2.31851751372485
FBgn0000618	Highly female-biased	-5.14662267557982
FBgn0000629	Moderately female-biased	-0.888700079871997
FBgn0000633	Highly male-biased	6.16016135296979
FBgn0000635	Moderately male-biased	1.31617201122219
FBgn0000636	Unbiased	0.341128728738693
FBgn0000644	Highly female-biased	-7.33288054198475
FBgn0000662	Highly female-biased	-2.42566967105538
FBgn0000667	Highly female-biased	-2.29743657612113
FBgn0000709	Moderately female-biased	-0.855160025830995
FBgn0000711	Unbiased	-0.467437211204869
FBgn0000719	Moderately female-biased	-1.33458963760322
FBgn0000721	Moderately female-biased	-1.39575119558182
FBgn0000723	Highly male-biased	3.95328914322083
FBgn0000808	Highly female-biased	-5.43167424487858
FBgn0000810	Moderately male-biased	0.908040826543737
FBgn0000826	Highly female-biased	-4.41304155979797
FBgn0000927	Highly female-biased	-9.75758048600519
FBgn0000928	Highly male-biased	3.90519563413147
FBgn0000964	Highly female-biased	-3.23052163156582
FBgn0000996	Highly female-biased	-2.20194834806608
FBgn0001075	Highly male-biased	9.52157929751468
FBgn0001077	Highly male-biased	10.4789753965045
FBgn0001078	Highly female-biased	-2.20775071653439
FBgn0001079	Highly female-biased	-2.25989665222788
FBgn0001084	Highly female-biased	-2.56784057049439
FBgn0001085	Highly female-biased	-2.80472124213351
FBgn0001086	Unbiased	0.0764683134812574
FBgn0001087	Moderately female-biased	-1.4768485221338
FBgn0001089	Highly male-biased	2.22462630435318
FBgn0001090	Highly male-biased	5.08896932380364
FBgn0001091	Highly female-biased	-3.1659503509308
FBgn0001092	Highly female-biased	-3.63111176942583
FBgn0001098	Unbiased	-0.1813483806906
FBgn0001099	Highly male-biased	5.39066035254462
FBgn0001104	Moderately female-biased	-1.9334119031792
FBgn0001105	Highly female-biased	-2.11800238712538
FBgn0001108	Unbiased	0.183581377335154
FBgn0001112	Highly male-biased	6.58876088538475
FBgn0001114	Highly male-biased	2.83535894474568
FBgn0001120	Highly female-biased	-11.5533114499143
FBgn0001122	Moderately male-biased	0.892698791179036
FBgn0001123	Highly male-biased	2.16710249474867
FBgn0001124	Highly male-biased	2.2502215941812
FBgn0001125	Moderately female-biased	-0.69645557687529
FBgn0001128	Moderately female-biased	-0.775883015087267
FBgn0001133	Highly female-biased	-2.82325856923492
FBgn0001137	Moderately female-biased	-1.33859480861499
FBgn0001138	Highly male-biased	6.50235080172581
FBgn0001139	Moderately female-biased	-0.837400300284534
FBgn0001142	Highly female-biased	-5.52272661590375
FBgn0001145	Highly male-biased	3.84515852590839
FBgn0001147	Highly male-biased	10.2206534056362
FBgn0001149	Highly female-biased	-3.90634093422159
FBgn0001168	Moderately female-biased	-0.647318320759628
FBgn0001169	Unbiased	-0.0492439433842706
FBgn0001179	Unbiased	-0.217982463964224
FBgn0001180	Highly female-biased	-4.69604597989574
FBgn0001185	Unbiased	0.20974912638263
FBgn0001186	Unbiased	0.241847861413576
FBgn0001187	Moderately female-biased	-1.08108331849869
FBgn0001189	Moderately male-biased	1.38590472088624
FBgn0001197	Moderately female-biased	-1.334734685858
FBgn0001202	Unbiased	-0.136936087733808
FBgn0001206	Moderately male-biased	1.22316742425605
FBgn0001208	Highly male-biased	3.06626541276522
FBgn0001215	Highly male-biased	2.8047885218573
FBgn0001216	Highly male-biased	11.849435514492
FBgn0001217	Highly male-biased	11.0678809813781
FBgn0001218	Unbiased	0.0050568213646516
FBgn0001220	Highly male-biased	2.32211918042063
FBgn0001222	Moderately female-biased	-1.169647612878
FBgn0001224	Unbiased	-0.150748022459769
FBgn0001225	Highly female-biased	-4.66085411512914
FBgn0001226	Moderately female-biased	-1.70684937369345
FBgn0001227	Unbiased	0.448615511546064
FBgn0001228	Highly male-biased	7.20781441412338
FBgn0001229	Highly male-biased	5.20139109099068
FBgn0001230	Highly male-biased	5.99692261243958
FBgn0001233	Moderately male-biased	0.537894537931786
FBgn0001234	Highly female-biased	-2.60810307865042
FBgn0001235	Moderately male-biased	0.51548943282259
FBgn0001247	Highly male-biased	2.35058491836218
FBgn0001248	Moderately male-biased	1.07787431578144
FBgn0001250	Highly male-biased	2.93142455354913
FBgn0001255	Highly male-biased	3.48949043882139
FBgn0001257	Moderately female-biased	-1.16210071498335
FBgn0001258	Highly male-biased	6.23902252106842
FBgn0001269	Highly male-biased	9.4493878365868
FBgn0001276	Highly female-biased	-2.38082072005094
FBgn0001280	Moderately male-biased	1.4992777390921
FBgn0001281	Highly male-biased	14.4040214656693
FBgn0001291	Moderately male-biased	1.51718288929336
FBgn0001296	Highly female-biased	-3.97036890996795
FBgn0001297	Unbiased	0.485461611590837
FBgn0001301	Moderately male-biased	1.078283836596
FBgn0001308	Moderately female-biased	-0.799032755198088
FBgn0001311	Highly male-biased	8.56387939591015
FBgn0001313	Highly male-biased	13.2252403147341
FBgn0001316	Unbiased	-0.0968991097349982
FBgn0001320	Highly male-biased	5.51305661873417
FBgn0001324	Highly male-biased	2.57263486634357
FBgn0001325	Highly male-biased	8.15752584503147
FBgn0001330	Moderately female-biased	-1.63096934734958
FBgn0001341	Moderately male-biased	0.646034371731971
FBgn0001404	Moderately male-biased	0.668553493282793
FBgn0001491	Highly female-biased	-2.12950706789619
FBgn0001565	Highly female-biased	-3.04946862208623
FBgn0001612	Unbiased	-0.437669679776032
FBgn0001624	Unbiased	-0.367294672657239
FBgn0001941	Unbiased	-0.1627449378333
FBgn0001942	Highly female-biased	-2.27301614443233
FBgn0001961	Moderately male-biased	0.53548435790784
FBgn0001965	Moderately male-biased	1.48867196005246
FBgn0001970	Highly female-biased	-3.23711380468623
FBgn0001977	Unbiased	0.342670082916038
FBgn0001978	Moderately male-biased	0.716557508806557
FBgn0001981	Highly male-biased	8.79699923393173
FBgn0001986	Moderately male-biased	0.992708059390106
FBgn0001987	Unbiased	-0.178544520338123
FBgn0001989	Moderately female-biased	-1.30960148028933
FBgn0001990	Moderately female-biased	-0.682393139355577
FBgn0001991	Highly male-biased	7.30888326999902
FBgn0001992	Highly male-biased	4.41931670079532
FBgn0001994	Moderately female-biased	-0.570628435684236
FBgn0001995	Highly female-biased	-2.09652804340815
FBgn0002021	Moderately male-biased	0.918602001725356
FBgn0002022	Moderately female-biased	-0.956063598247567
FBgn0002023	Highly male-biased	10.9454498092082
FBgn0002031	Unbiased	-0.0561540705716717
FBgn0002036	Highly male-biased	4.493680439923
FBgn0002044	Unbiased	0.139358537245255
FBgn0002069	Highly female-biased	-2.1373726373382
FBgn0002121	Moderately female-biased	-1.39429460362179
FBgn0002174	Highly male-biased	2.22802943788541
FBgn0002183	Moderately female-biased	-0.731320325170523
FBgn0002283	Unbiased	0.487429174124373
FBgn0002284	Unbiased	0.394453509182023
FBgn0002306	Highly male-biased	7.3458722599892
FBgn0002354	Highly female-biased	-2.48242169591047
FBgn0002413	Moderately female-biased	-0.869292961207787
FBgn0002431	Highly male-biased	2.91590525284379
FBgn0002441	Moderately male-biased	1.97682198098581
FBgn0002466	Moderately male-biased	1.36205490600525
FBgn0002521	Highly female-biased	-4.03263153642819
FBgn0002522	Highly male-biased	6.95434322603518
FBgn0002524	Moderately female-biased	-0.751130754007105
FBgn0002525	Unbiased	0.342994332180293
FBgn0002526	Moderately male-biased	0.562748538824437
FBgn0002542	Moderately female-biased	-0.52095938741488
FBgn0002543	Highly male-biased	4.86665882427369
FBgn0002552	Moderately male-biased	0.781785590571569
FBgn0002563	Highly male-biased	3.22458959402648
FBgn0002565	Highly male-biased	2.12659464768164
FBgn0002566	Moderately female-biased	-0.621522668583148
FBgn0002567	Moderately male-biased	0.843872054901432
FBgn0002569	Moderately female-biased	-1.42825907642102
FBgn0002570	Highly female-biased	-5.75962379804976
FBgn0002571	Highly female-biased	-7.48852369982148
FBgn0002573	Highly male-biased	6.88279163989113
FBgn0002579	Highly female-biased	-6.02247065216009
FBgn0002590	Highly female-biased	-2.07654457851217
FBgn0002593	Highly female-biased	-3.25601740568125
FBgn0002609	Highly female-biased	-4.17402818265532
FBgn0002622	Highly female-biased	-5.82715127230181
FBgn0002626	Highly female-biased	-3.74136601983094
FBgn0002638	Moderately female-biased	-1.55203919150127
FBgn0002641	Highly female-biased	-3.85754792946382
FBgn0002643	Moderately male-biased	1.0018922920714
FBgn0002645	Moderately male-biased	0.776582005715194
FBgn0002673	Moderately male-biased	1.67137760878469
FBgn0002707	Highly female-biased	-2.06086014100003
FBgn0002715	Highly male-biased	3.52205991078971
FBgn0002716	Moderately male-biased	1.32194158247681
FBgn0002719	Moderately male-biased	1.40416757969019
FBgn0002723	Moderately female-biased	-0.739801500881836
FBgn0002733	Highly female-biased	-2.5079169752613
FBgn0002736	Highly female-biased	-3.18595682522086
FBgn0002772	Moderately male-biased	1.21225128170376
FBgn0002773	Moderately male-biased	1.47049358511545
FBgn0002774	Highly male-biased	2.31997829680026
FBgn0002775	Unbiased	0.0527562416943675
FBgn0002778	Highly female-biased	-3.6672858179644
FBgn0002780	Highly female-biased	-3.14970466184902
FBgn0002781	Highly female-biased	-2.76638207910075
FBgn0002783	Moderately female-biased	-1.07986198027755
FBgn0002787	Unbiased	0.150068678512772
FBgn0002789	Unbiased	-0.077224113698067
FBgn0002791	Moderately male-biased	1.2692997894664
FBgn0002838	Highly male-biased	11.4864470124156
FBgn0002842	Highly male-biased	13.3282889627672
FBgn0002862	Highly male-biased	15.8012414044268
FBgn0002865	Highly male-biased	19.2080469070123
FBgn0002868	Highly male-biased	2.52917501696475
FBgn0002869	Highly female-biased	-4.76078328407683
FBgn0002872	Unbiased	0.328833569057419
FBgn0002873	Highly male-biased	3.82170661918441
FBgn0002878	Unbiased	0.104973142640796
FBgn0002887	Highly male-biased	2.06195452348424
FBgn0002891	Moderately male-biased	1.54486850214975
FBgn0002899	Moderately female-biased	-0.741366419097168
FBgn0002901	Moderately male-biased	1.3718491473387
FBgn0002905	Highly male-biased	2.13524035390651
FBgn0002906	Highly male-biased	2.27013412788058
FBgn0002914	Moderately male-biased	1.76706499919448
FBgn0002917	Highly male-biased	4.770653601767
FBgn0002921	Unbiased	-0.347382295789481
FBgn0002922	Highly male-biased	9.83322763415183
FBgn0002924	Unbiased	-0.107308973093961
FBgn0002926	Highly female-biased	-3.41686872143942
FBgn0002930	Highly male-biased	3.75738747979729
FBgn0002931	Highly male-biased	5.97288402451129
FBgn0002932	Moderately female-biased	-0.725615814915901
FBgn0002939	Moderately male-biased	0.906527573310585
FBgn0002940	Unbiased	-0.354393038724733
FBgn0002945	Highly male-biased	2.3713369183936
FBgn0002948	Highly female-biased	-6.21185567945993
FBgn0002962	Highly female-biased	-9.09945988384282
FBgn0002973	Highly male-biased	2.40510437872756
FBgn0002985	Highly male-biased	3.77043868040199
FBgn0002989	Moderately female-biased	-0.990636980635269
FBgn0003008	Unbiased	-0.282018585454456
FBgn0003009	Highly male-biased	8.44955022641446
FBgn0003015	Highly female-biased	-9.59598803143654
FBgn0003016	Unbiased	-0.0889397567781838
FBgn0003023	Highly female-biased	-4.43064327052624
FBgn0003028	Highly female-biased	-7.43766869066462
FBgn0003041	Moderately female-biased	-1.39617634635361
FBgn0003042	Moderately female-biased	-1.49975984830726
FBgn0003044	Unbiased	0.368066277260276
FBgn0003048	Moderately male-biased	1.97654370584385
FBgn0003053	Moderately male-biased	0.620011722286131
FBgn0003062	Highly female-biased	-2.64983010855611
FBgn0003068	Moderately male-biased	1.44816466103513
FBgn0003071	Highly male-biased	3.0922424950859
FBgn0003074	Highly male-biased	2.11135401826851
FBgn0003076	Highly female-biased	-2.89702891560682
FBgn0003079	Moderately female-biased	-1.57836554353404
FBgn0003082	Highly female-biased	-3.06409394012651
FBgn0003087	Moderately female-biased	-1.98488269711279
FBgn0003089	Moderately male-biased	1.81847990553837
FBgn0003090	Highly male-biased	3.20170797533294
FBgn0003091	Highly female-biased	-2.63886155632541
FBgn0003093	Unbiased	-0.298818480117165
FBgn0003114	Highly female-biased	-5.39606517029852
FBgn0003116	Unbiased	-0.32896778898548
FBgn0003118	Moderately female-biased	-0.828443416433467
FBgn0003124	Moderately male-biased	0.873218485700589
FBgn0003129	Highly male-biased	4.13459859707646
FBgn0003132	Highly male-biased	15.8051989911162
FBgn0003134	Moderately male-biased	0.562310414792199
FBgn0003137	Highly male-biased	3.20747551126541
FBgn0003139	Highly female-biased	-2.58934520531327
FBgn0003140	Highly male-biased	14.0631247971749
FBgn0003141	Moderately female-biased	-1.02104897041297
FBgn0003145	Highly male-biased	10.613866869375
FBgn0003149	Moderately male-biased	1.8473306686591
FBgn0003159	Highly male-biased	4.29861901737708
FBgn0003162	Moderately female-biased	-0.80857015447242
FBgn0003165	Moderately female-biased	-1.23975574870851
FBgn0003169	Moderately female-biased	-1.12977164344693
FBgn0003174	Highly male-biased	2.07733236291506
FBgn0003175	Moderately male-biased	1.23385914096482
FBgn0003187	Highly male-biased	3.54591317540239
FBgn0003189	Unbiased	0.339736185061001
FBgn0003204	Highly female-biased	-4.17194218726043
FBgn0003205	Moderately female-biased	-1.89540370979542
FBgn0003206	Moderately male-biased	0.679018340548518
FBgn0003209	Unbiased	0.0647623789722665
FBgn0003210	Unbiased	-0.41402877418186
FBgn0003218	Moderately male-biased	1.67376367962888
FBgn0003227	Highly female-biased	-3.58724546888614
FBgn0003231	Moderately male-biased	0.883431880619336
FBgn0003250	Highly male-biased	5.54605319240745
FBgn0003254	Highly male-biased	13.3872592588976
FBgn0003256	Highly female-biased	-6.5850828360346
FBgn0003257	Highly female-biased	-4.03541504545039
FBgn0003261	Highly female-biased	-2.07208251455343
FBgn0003268	Unbiased	0.104400167346966
FBgn0003274	Highly female-biased	-6.424983026623
FBgn0003275	Moderately female-biased	-1.65051618603863
FBgn0003277	Moderately female-biased	-0.569658305754975
FBgn0003278	Moderately female-biased	-1.72405237856779
FBgn0003279	Highly female-biased	-3.46452553641825
FBgn0003285	Unbiased	0.441016918091628
FBgn0003292	Highly female-biased	-2.15618728544576
FBgn0003301	Moderately male-biased	1.66676880408163
FBgn0003302	Highly male-biased	3.00208284491874
FBgn0003308	Highly male-biased	4.2186581260139
FBgn0003310	Moderately male-biased	1.64249152751042
FBgn0003312	Highly female-biased	-2.54065997890137
FBgn0003317	Unbiased	0.257453397935055
FBgn0003321	Highly male-biased	2.34541913324071
FBgn0003330	Moderately female-biased	-1.87089008062041
FBgn0003334	Moderately male-biased	0.865504437739771
FBgn0003345	Unbiased	-0.145787750418546
FBgn0003346	Moderately male-biased	0.567146189994061
FBgn0003353	Unbiased	0.288563100334849
FBgn0003358	Highly female-biased	-8.20019522290371
FBgn0003360	Highly female-biased	-3.808275520745
FBgn0003366	Moderately male-biased	1.13428116537074
FBgn0003371	Moderately male-biased	0.61148416577404
FBgn0003380	Highly male-biased	5.10183408000058
FBgn0003382	Highly male-biased	9.39535418412704
FBgn0003386	Highly male-biased	8.40165741816645
FBgn0003388	Highly male-biased	3.94771160289011
FBgn0003390	Moderately male-biased	1.73077835428799
FBgn0003391	Unbiased	0.14900027512333
FBgn0003392	Highly male-biased	2.66188654529439
FBgn0003396	Highly male-biased	3.40151495194593
FBgn0003401	Highly female-biased	-2.94515159736013
FBgn0003410	Highly male-biased	2.38954670402338
FBgn0003415	Moderately male-biased	1.1380857150418
FBgn0003416	Moderately female-biased	-1.34537482944786
FBgn0003423	Moderately male-biased	1.09897584624334
FBgn0003429	Highly male-biased	4.99166165700556
FBgn0003435	Highly male-biased	7.16557992769425
FBgn0003444	Moderately female-biased	-0.834373502182011
FBgn0003447	Highly female-biased	-3.16023231918084
FBgn0003449	Moderately female-biased	-1.68826088940979
FBgn0003450	Highly female-biased	-3.22558555277035
FBgn0003459	Moderately male-biased	1.89455999633743
FBgn0003460	Highly male-biased	6.57374165055112
FBgn0003462	Highly female-biased	-4.51105360321779
FBgn0003463	Moderately male-biased	1.47613895000322
FBgn0003464	Moderately female-biased	-0.98194056560689
FBgn0003475	Highly male-biased	3.98612144589049
FBgn0003479	Moderately female-biased	-0.588314693622504
FBgn0003480	Highly female-biased	-5.2159644124895
FBgn0003482	Highly female-biased	-7.22300909184414
FBgn0003483	Unbiased	-0.043977552128984
FBgn0003486	Highly female-biased	-3.95930598132803
FBgn0003495	Unbiased	-0.270091994357808
FBgn0003502	Moderately female-biased	-1.1441251315955
FBgn0003507	Unbiased	-0.0374965798935682
FBgn0003512	Highly female-biased	-3.15635403701033
FBgn0003513	Highly male-biased	8.96251018508939
FBgn0003514	Unbiased	-0.248769888846294
FBgn0003515	Highly female-biased	-2.65273695483776
FBgn0003517	Highly female-biased	-3.74714577732569
FBgn0003520	Unbiased	0.144024734433601
FBgn0003525	Highly female-biased	-6.96564500514925
FBgn0003527	Moderately male-biased	0.867273298536097
FBgn0003545	Unbiased	-0.227331954962083
FBgn0003557	Unbiased	-0.358935048820531
FBgn0003559	Moderately female-biased	-0.841647388406347
FBgn0003567	Moderately male-biased	0.802988316269333
FBgn0003575	Moderately female-biased	-0.813933468943885
FBgn0003598	Unbiased	-0.495603341156822
FBgn0003607	Moderately female-biased	-1.34762596256176
FBgn0003612	Moderately male-biased	1.31085529170006
FBgn0003638	Moderately female-biased	-0.867582743387083
FBgn0003651	Highly male-biased	4.21048070828105
FBgn0003654	Unbiased	0.0956693612821045
FBgn0003655	Highly female-biased	-5.9003554693325
FBgn0003656	Highly male-biased	3.81427772638607
FBgn0003660	Unbiased	-0.340151671084108
FBgn0003676	Highly female-biased	-4.37723783216977
FBgn0003687	Moderately female-biased	-1.94377859537346
FBgn0003701	Moderately male-biased	0.977790730767807
FBgn0003710	Highly male-biased	4.5887545651767
FBgn0003714	Highly female-biased	-5.787347756544
FBgn0003716	Unbiased	0.384960831700267
FBgn0003721	Moderately female-biased	-0.683700792505227
FBgn0003731	Unbiased	0.185863416219669
FBgn0003733	Highly female-biased	-3.42818815569201
FBgn0003741	Moderately male-biased	0.54093361086975
FBgn0003742	Moderately male-biased	1.84627158134148
FBgn0003744	Unbiased	-0.14709266003503
FBgn0003748	Highly male-biased	3.03032647145489
FBgn0003751	Highly female-biased	-4.42629419211197
FBgn0003862	Moderately male-biased	1.27271618943548
FBgn0003863	Highly female-biased	-5.53370555039635
FBgn0003866	Highly male-biased	2.38584158258299
FBgn0003867	Unbiased	-0.0253049464177119
FBgn0003870	Unbiased	0.0124365174325231
FBgn0003882	Unbiased	-0.388118714135074
FBgn0003884	Moderately male-biased	1.39088993320366
FBgn0003885	Highly male-biased	3.42836527900276
FBgn0003886	Highly male-biased	14.0795701556956
FBgn0003888	Highly male-biased	2.54607433561508
FBgn0003889	Highly male-biased	12.1937920338912
FBgn0003890	Moderately female-biased	-0.810242919759185
FBgn0003891	Unbiased	0.464687077910211
FBgn0003892	Highly male-biased	5.96098798518444
FBgn0003896	Highly male-biased	9.47684577399722
FBgn0003900	Highly male-biased	13.8032060559985
FBgn0003920	Highly female-biased	-6.50891142554522
FBgn0003922	Highly female-biased	-3.3915538424801
FBgn0003930	Highly female-biased	-4.57524622396349
FBgn0003934	Highly female-biased	-7.31077573972227
FBgn0003941	Highly female-biased	-3.12927495962328
FBgn0003942	Highly female-biased	-5.47316980636337
FBgn0003943	Moderately male-biased	1.91565675490608
FBgn0003944	Highly male-biased	2.51387530931274
FBgn0003950	Highly male-biased	3.33229823380245
FBgn0003961	Highly female-biased	-4.68081704953094
FBgn0003963	Moderately female-biased	-0.526229034712824
FBgn0003964	Moderately female-biased	-1.73793836321047
FBgn0003965	Moderately female-biased	-0.810297220720788
FBgn0003969	Moderately female-biased	-0.808423896431206
FBgn0003977	Moderately male-biased	0.837952541274409
FBgn0003978	Moderately female-biased	-1.77502193528669
FBgn0003979	Highly female-biased	-15.5533984481997
FBgn0003980	Highly female-biased	-9.81742007112337
FBgn0003983	Highly female-biased	-15.299011216768
FBgn0003984	Highly male-biased	3.65257519610253
FBgn0003996	Highly male-biased	4.0360258223404
FBgn0003997	Unbiased	0.145997513213726
FBgn0004003	Moderately male-biased	0.759699327924813
FBgn0004045	Highly female-biased	-9.36570674632664
FBgn0004047	Highly female-biased	-6.35294900606326
FBgn0004049	Moderately male-biased	1.75894645066268
FBgn0004050	Unbiased	0.0912208225136494
