geneID	Sex.Bias.Category	log2FoldChange
FBgn0000351	Highly female-biased	-7.32174660213044
FBgn0000352	Highly female-biased	-2.1875205893489
FBgn0000355	Highly female-biased	-9.29249130414703
FBgn0000356	Highly female-biased	-13.9363918742973
FBgn0000357	Highly female-biased	-9.40185028844876
FBgn0000358	Highly female-biased	-17.635120904268
FBgn0000359	Highly female-biased	-16.855944197883
FBgn0000360	Highly female-biased	-16.2002581196968
FBgn0000370	Unbiased	0.00190931476133047
FBgn0000376	Highly female-biased	-2.48641658913324
FBgn0000377	Moderately female-biased	-1.06020699502842
FBgn0000382	Unbiased	0.048439695855857
FBgn0000384	Highly female-biased	-4.44617753474334
FBgn0000394	Unbiased	-0.422822353668141
FBgn0000395	Moderately male-biased	1.70238252685002
FBgn0000404	Highly female-biased	-5.65901738561258
FBgn0000405	Highly female-biased	-5.47591408887003
FBgn0000406	Unbiased	0.230738672842939
FBgn0000411	Highly male-biased	2.55748166595371
FBgn0000412	Moderately female-biased	-1.49357638063428
FBgn0000414	Moderately male-biased	0.545325289171665
FBgn0000416	Moderately male-biased	0.6149890684008
FBgn0000422	Highly male-biased	2.19697650218983
FBgn0000426	Highly female-biased	-4.05996900093717
FBgn0000427	Highly female-biased	-9.69561664278492
FBgn0000439	Highly male-biased	2.86039039747894
FBgn0000442	Highly male-biased	2.45508913367999
FBgn0000447	Moderately male-biased	1.32658707515157
FBgn0000448	Highly male-biased	2.68168214587312
FBgn0000451	Highly male-biased	2.6082160667986
FBgn0000454	Moderately female-biased	-1.44144640623332
FBgn0000455	Unbiased	0.0773677632983267
FBgn0000459	Moderately male-biased	1.86589416149705
FBgn0000463	Highly female-biased	-3.03529318301095
FBgn0000464	Moderately male-biased	1.02907946881304
FBgn0000473	Moderately male-biased	1.3223172938657
FBgn0000477	Moderately male-biased	0.562222485309049
FBgn0000479	Moderately male-biased	0.8027197291043
FBgn0000482	Unbiased	-0.479244101359605
FBgn0000489	Highly male-biased	2.27908252738094
FBgn0000490	Highly male-biased	2.4899472119522
FBgn0000492	Highly male-biased	2.37489524380981
FBgn0000499	Unbiased	-0.289259864719858
FBgn0000500	Moderately male-biased	1.58707761362649
FBgn0000504	Highly male-biased	2.71435425156757
FBgn0000520	Moderately female-biased	-1.93513596254686
FBgn0000524	Highly female-biased	-3.12038709539453
FBgn0000527	Highly male-biased	3.72181239723258
FBgn0000533	Highly female-biased	-2.08238972806791
FBgn0000535	Highly male-biased	3.53003311317166
FBgn0000536	Unbiased	-0.326016659328737
FBgn0000541	Moderately female-biased	-1.34985699705264
FBgn0000542	Unbiased	0.360128817193782
FBgn0000543	Unbiased	-0.496100231750745
FBgn0000546	Moderately female-biased	-1.43429402741864
FBgn0000547	Moderately female-biased	-1.19560548051292
FBgn0000557	Highly male-biased	2.57829938014448
FBgn0000559	Unbiased	-0.469459097309781
FBgn0000560	Highly male-biased	4.87219601469221
FBgn0000562	Moderately female-biased	-0.864388543591924
FBgn0000565	Moderately male-biased	0.838248201985602
FBgn0000566	Moderately female-biased	-0.672671342497745
FBgn0000567	Moderately male-biased	1.10431039251656
FBgn0000568	Moderately male-biased	1.02880378638242
FBgn0000575	Moderately female-biased	-0.684104165177486
FBgn0000576	Highly male-biased	2.43676731760796
FBgn0000577	Highly male-biased	6.18271335281332
FBgn0000578	Moderately female-biased	-1.10206472145703
FBgn0000579	Unbiased	-0.446176743405482
FBgn0000581	Unbiased	-0.496729743995319
FBgn0000588	Highly female-biased	-3.16558586814304
FBgn0000592	Highly male-biased	3.46896859494006
FBgn0000611	Moderately female-biased	-1.07863513419584
FBgn0000615	Moderately male-biased	1.0477770392436
FBgn0000617	Highly female-biased	-2.09123057732452
FBgn0000618	Highly female-biased	-3.8656936879484
FBgn0000625	Highly male-biased	2.37451615629283
FBgn0000629	Highly female-biased	-2.13394926372918
FBgn0000633	Highly male-biased	3.36189561069393
FBgn0000635	Moderately male-biased	1.85417387384909
FBgn0000636	Moderately male-biased	0.521851842169158
FBgn0000639	Highly male-biased	5.88244960802829
FBgn0000644	Highly female-biased	-5.99587233038393
FBgn0000658	Highly male-biased	2.6712200199456
FBgn0000659	Highly male-biased	2.39876870883105
FBgn0000662	Moderately female-biased	-1.32108642688897
FBgn0000667	Moderately male-biased	1.61719848939552
FBgn0000709	Moderately female-biased	-0.709601993224383
FBgn0000711	Unbiased	-0.140116588563809
FBgn0000715	Moderately male-biased	1.96123657866312
FBgn0000719	Moderately female-biased	-1.27380919564227
FBgn0000721	Moderately female-biased	-0.694906011405686
FBgn0000723	Moderately male-biased	1.98075310465747
FBgn0000808	Highly female-biased	-3.73776070755728
FBgn0000810	Moderately female-biased	-0.911923937739959
FBgn0000826	Highly female-biased	-6.10928630081274
FBgn0000927	Highly female-biased	-8.129415575872
FBgn0000928	Highly male-biased	2.25300991581374
FBgn0000964	Highly female-biased	-3.35642979793791
FBgn0000996	Highly female-biased	-4.19972623025913
FBgn0001075	Highly male-biased	4.24911216625889
FBgn0001077	Highly male-biased	8.77118284004023
FBgn0001078	Moderately female-biased	-1.53556968255532
FBgn0001079	Highly female-biased	-2.06783840202334
FBgn0001083	Highly male-biased	2.60921488684222
FBgn0001084	Highly female-biased	-2.55532510309476
FBgn0001085	Highly female-biased	-3.26407044580082
FBgn0001086	Highly female-biased	-2.20564977305518
FBgn0001087	Moderately female-biased	-1.30020966606796
FBgn0001089	Moderately male-biased	1.92637404392755
FBgn0001090	Highly male-biased	2.4737532638462
FBgn0001091	Unbiased	-0.0115437321696012
FBgn0001092	Moderately female-biased	-1.52240151855353
FBgn0001098	Moderately male-biased	1.10478040382269
FBgn0001099	Moderately male-biased	1.07866164532544
FBgn0001104	Highly female-biased	-2.70937957891992
FBgn0001105	Moderately female-biased	-1.16058713952068
FBgn0001108	Moderately female-biased	-0.816053294762523
FBgn0001112	Highly male-biased	5.14457577061373
FBgn0001114	Moderately male-biased	0.867876823464943
FBgn0001120	Highly female-biased	-13.0525840870409
FBgn0001122	Unbiased	0.267358552523473
FBgn0001123	Moderately male-biased	1.27795340605728
FBgn0001124	Moderately male-biased	0.790097111649554
FBgn0001125	Unbiased	-0.223638407757749
FBgn0001128	Moderately male-biased	1.24457154659557
FBgn0001133	Moderately female-biased	-1.36723771857374
FBgn0001134	Highly male-biased	2.36054711375668
FBgn0001137	Moderately female-biased	-0.821484614477907
FBgn0001138	Highly male-biased	2.94404935106895
FBgn0001139	Highly female-biased	-2.00191576527818
FBgn0001142	Highly female-biased	-2.12609291309343
FBgn0001145	Highly male-biased	2.63469024838315
FBgn0001147	Highly male-biased	8.99216724637924
FBgn0001149	Moderately female-biased	-1.73133938433662
FBgn0001150	Highly male-biased	2.12332279848131
FBgn0001168	Highly male-biased	2.02096112360745
FBgn0001169	Moderately female-biased	-1.77502490867053
FBgn0001179	Highly female-biased	-2.14717127903711
FBgn0001180	Highly female-biased	-2.99012386328623
FBgn0001185	Moderately female-biased	-1.08362835175386
FBgn0001186	Moderately male-biased	0.794301668511022
FBgn0001187	Moderately male-biased	1.1966189554277
FBgn0001189	Unbiased	0.44134342585342
FBgn0001197	Highly female-biased	-4.05112020549407
FBgn0001202	Unbiased	-0.337216084298432
FBgn0001206	Moderately female-biased	-1.58068218093921
FBgn0001208	Moderately male-biased	0.785742952995537
FBgn0001215	Unbiased	-0.031941876616199
FBgn0001216	Highly male-biased	3.42266295768638
FBgn0001217	Highly male-biased	8.26049645736201
FBgn0001218	Unbiased	0.25164481009009
FBgn0001220	Moderately male-biased	0.653826187661541
FBgn0001222	Moderately female-biased	-1.61837137262796
FBgn0001224	Unbiased	-0.484714305187274
FBgn0001225	Highly female-biased	-4.71183088552297
FBgn0001226	Highly female-biased	-3.34575226575662
FBgn0001227	Unbiased	-0.332071742451027
FBgn0001228	Highly male-biased	6.93299214169328
FBgn0001229	Highly male-biased	2.58889138470694
FBgn0001230	Highly male-biased	2.70229564331382
FBgn0001233	Moderately female-biased	-1.25868602161409
FBgn0001234	Unbiased	0.440095442660674
FBgn0001235	Highly male-biased	2.06283379115592
FBgn0001247	Unbiased	0.422576214423386
FBgn0001248	Unbiased	0.279147670419517
FBgn0001250	Highly male-biased	2.627606103941
FBgn0001255	Moderately male-biased	0.899201885648488
FBgn0001257	Moderately male-biased	1.03991186677152
FBgn0001258	Highly male-biased	2.14742383956582
FBgn0001259	Highly male-biased	2.40468008405259
FBgn0001263	Highly male-biased	2.89993832800561
FBgn0001269	Highly male-biased	4.62270975070352
FBgn0001276	Highly female-biased	-2.25889722622674
FBgn0001280	Moderately female-biased	-0.922720475774612
FBgn0001281	Highly male-biased	13.2371734960753
FBgn0001285	Moderately male-biased	1.78770932945824
FBgn0001291	Unbiased	-0.172773822473179
FBgn0001296	Moderately female-biased	-0.84017568385896
FBgn0001297	Moderately male-biased	1.65632721979467
FBgn0001301	Unbiased	-0.317514051545747
FBgn0001308	Moderately female-biased	-0.987165706716311
FBgn0001311	Highly male-biased	4.71081111435006
FBgn0001313	Highly male-biased	13.0631900320043
FBgn0001316	Moderately female-biased	-0.738529723353657
FBgn0001319	Highly male-biased	2.33622362169445
FBgn0001320	Highly male-biased	2.59038377583657
FBgn0001323	Highly male-biased	2.59186461493115
FBgn0001324	Moderately male-biased	0.661028220184293
FBgn0001330	Highly female-biased	-2.25302610765345
FBgn0001341	Moderately female-biased	-1.65955694618938
FBgn0001404	Unbiased	0.413095637697467
FBgn0001491	Highly female-biased	-2.99439935409873
FBgn0001565	Moderately female-biased	-0.940747400182086
FBgn0001612	Highly female-biased	-2.72150617972184
FBgn0001624	Moderately male-biased	0.864733868813663
FBgn0001941	Moderately female-biased	-1.69996595040351
FBgn0001942	Moderately female-biased	-0.660141703245867
FBgn0001961	Unbiased	0.427739793851839
FBgn0001965	Unbiased	-0.148664928697449
FBgn0001977	Moderately female-biased	-0.914832309095048
FBgn0001978	Moderately female-biased	-1.16546908358402
FBgn0001981	Highly male-biased	3.11647238876946
FBgn0001986	Moderately female-biased	-0.631292555189881
FBgn0001987	Unbiased	-0.0934082826338478
FBgn0001989	Unbiased	-0.344675763624752
FBgn0001990	Highly female-biased	-2.29308482187809
FBgn0001991	Highly male-biased	3.6606646364851
FBgn0001992	Highly male-biased	3.3308229705619
FBgn0001994	Moderately female-biased	-0.967650235178787
FBgn0001995	Moderately female-biased	-1.84072931203303
FBgn0002021	Unbiased	-0.194037922817965
FBgn0002022	Unbiased	0.0372391690932865
FBgn0002023	Highly male-biased	3.27873033383279
FBgn0002031	Moderately female-biased	-1.05897201564964
FBgn0002036	Highly male-biased	2.85376290209716
FBgn0002044	Moderately female-biased	-1.09052713196124
FBgn0002069	Moderately female-biased	-1.35531783477462
FBgn0002121	Highly female-biased	-2.93651575050739
FBgn0002174	Moderately male-biased	1.1145970726668
FBgn0002183	Highly female-biased	-2.56240990971238
FBgn0002283	Moderately female-biased	-1.67167444372443
FBgn0002284	Moderately female-biased	-1.11276882973274
FBgn0002306	Highly male-biased	3.65654762529243
FBgn0002354	Moderately female-biased	-1.9315355080949
FBgn0002413	Moderately female-biased	-1.75555725528541
FBgn0002431	Unbiased	-0.0382440051265009
FBgn0002441	Unbiased	-0.230538556972877
FBgn0002466	Highly female-biased	-2.77522407911768
FBgn0002521	Highly female-biased	-4.06952276552876
FBgn0002522	Highly male-biased	2.78018804364093
FBgn0002524	Moderately female-biased	-1.60114942450492
FBgn0002525	Moderately female-biased	-1.51086764203054
FBgn0002526	Moderately male-biased	0.517787190995205
FBgn0002531	Highly male-biased	2.37570698879099
FBgn0002542	Highly female-biased	-2.81037510457004
FBgn0002543	Highly male-biased	3.01693713140478
FBgn0002552	Moderately female-biased	-1.05390768547381
FBgn0002563	Highly male-biased	2.29618064477159
FBgn0002564	Highly male-biased	3.7090907473554
FBgn0002565	Highly male-biased	2.14708516660021
FBgn0002566	Highly female-biased	-2.05130734068659
FBgn0002567	Unbiased	-0.436361609033674
FBgn0002569	Moderately male-biased	1.55601530279353
FBgn0002570	Highly male-biased	2.14522441365973
FBgn0002571	Moderately male-biased	1.35062800414555
FBgn0002573	Highly male-biased	2.79605953345655
FBgn0002576	Highly male-biased	2.0736728911208
FBgn0002577	Highly male-biased	2.4364884192766
FBgn0002578	Moderately male-biased	0.59037761410158
FBgn0002579	Highly female-biased	-2.26638352227807
FBgn0002590	Unbiased	-0.240737163877953
FBgn0002593	Moderately female-biased	-0.685260732675989
FBgn0002609	Highly female-biased	-2.2766729217813
FBgn0002622	Moderately female-biased	-1.51195644049395
FBgn0002626	Moderately female-biased	-1.42271266231346
FBgn0002638	Highly female-biased	-2.91588878176703
FBgn0002641	Moderately female-biased	-0.690546548245278
FBgn0002643	Unbiased	0.0412870172640764
FBgn0002645	Moderately female-biased	-1.04317986593214
FBgn0002673	Moderately female-biased	-1.70137977127986
FBgn0002707	Highly female-biased	-2.92147298522564
FBgn0002715	Unbiased	-0.491051307127972
FBgn0002716	Moderately female-biased	-0.767070166019484
FBgn0002719	Moderately male-biased	1.00499202862796
FBgn0002723	Unbiased	0.0543717714007208
FBgn0002733	Unbiased	-0.285251216187433
FBgn0002736	Highly female-biased	-3.01633282376522
FBgn0002772	Moderately male-biased	1.73210813886813
FBgn0002773	Highly male-biased	2.49727262197942
FBgn0002774	Unbiased	0.476478302723064
FBgn0002775	Moderately female-biased	-1.55756336849571
FBgn0002778	Moderately female-biased	-1.99046581912938
FBgn0002780	Highly female-biased	-3.89383165481965
FBgn0002781	Highly female-biased	-2.98845605833798
FBgn0002783	Highly female-biased	-2.15972869774195
FBgn0002787	Unbiased	-0.454011281033695
FBgn0002789	Moderately male-biased	1.37184159668023
FBgn0002791	Moderately female-biased	-1.30403882613077
FBgn0002838	Highly male-biased	8.06942844501155
FBgn0002842	Highly male-biased	9.40958354862258
FBgn0002855	Highly male-biased	13.5627029081423
FBgn0002856	Highly male-biased	12.8932280031408
FBgn0002862	Highly male-biased	12.809926960004
FBgn0002865	Highly male-biased	18.0213167738567
FBgn0002868	Unbiased	0.486706388244082
FBgn0002869	Unbiased	0.107201632272476
FBgn0002872	Highly female-biased	-2.79426993884212
FBgn0002873	Unbiased	0.120440827576253
FBgn0002878	Highly female-biased	-2.13601578057779
FBgn0002887	Moderately female-biased	-1.38701562708404
FBgn0002891	Moderately female-biased	-0.88573978673725
FBgn0002899	Highly female-biased	-3.74576182620941
FBgn0002901	Moderately female-biased	-1.56100025458578
FBgn0002905	Unbiased	-0.378854268444432
FBgn0002906	Moderately female-biased	-0.931917157737595
FBgn0002914	Moderately female-biased	-1.11023391235454
FBgn0002917	Highly male-biased	3.54797555854769
FBgn0002921	Moderately male-biased	1.53927302435679
FBgn0002922	Highly male-biased	3.33857650160944
FBgn0002924	Highly female-biased	-2.34165191063277
FBgn0002926	Highly female-biased	-6.34076735139923
FBgn0002930	Moderately male-biased	1.38377142547946
FBgn0002931	Highly male-biased	2.5391114884579
FBgn0002932	Moderately female-biased	-1.66566038204492
FBgn0002937	Highly male-biased	2.83584887546549
FBgn0002938	Highly male-biased	2.82167645411351
FBgn0002939	Highly male-biased	2.45693676179623
FBgn0002940	Highly male-biased	2.0628546966803
FBgn0002941	Highly male-biased	3.07794467977742
FBgn0002945	Highly male-biased	2.25086903571502
FBgn0002948	Highly female-biased	-4.65754945313782
FBgn0002962	Highly female-biased	-9.94998314516498
FBgn0002973	Unbiased	0.361465462377563
FBgn0002985	Highly male-biased	2.21466934113053
FBgn0002989	Moderately female-biased	-1.58074637495806
FBgn0003002	Highly male-biased	3.60825100608174
FBgn0003008	Moderately female-biased	-1.79299927206406
FBgn0003009	Highly male-biased	5.64627388402275
FBgn0003011	Highly male-biased	2.29286253762082
FBgn0003015	Highly female-biased	-15.6917635582573
FBgn0003016	Unbiased	-0.440463643143445
FBgn0003023	Highly female-biased	-7.72996118495498
FBgn0003028	Highly female-biased	-4.62099456856494
FBgn0003034	Highly male-biased	16.1802484030428
FBgn0003041	Highly female-biased	-2.71928243913208
FBgn0003042	Highly female-biased	-2.29098425991801
FBgn0003044	Highly female-biased	-2.00212266784529
FBgn0003048	Unbiased	-0.013464648666658
FBgn0003053	Unbiased	0.474505427204381
FBgn0003062	Highly female-biased	-2.31905379741397
FBgn0003068	Moderately male-biased	0.901808360310718
FBgn0003071	Moderately male-biased	1.67359731030821
FBgn0003074	Moderately male-biased	1.10208450578346
FBgn0003076	Unbiased	-0.0790254767923923
FBgn0003079	Moderately female-biased	-1.54673917711031
FBgn0003082	Highly female-biased	-3.72764261606997
FBgn0003087	Highly female-biased	-4.62246319580198
FBgn0003089	Moderately male-biased	0.501558393999991
FBgn0003090	Highly male-biased	2.57475842581105
FBgn0003091	Moderately male-biased	1.47790619769418
FBgn0003093	Moderately male-biased	0.702274288561688
FBgn0003114	Highly female-biased	-6.40815938915378
FBgn0003116	Moderately female-biased	-0.919454518285353
FBgn0003117	Moderately male-biased	1.71314832309248
FBgn0003118	Unbiased	0.433476749422123
FBgn0003124	Highly female-biased	-2.58635969069422
FBgn0003129	Highly male-biased	2.76871594736279
FBgn0003132	Highly male-biased	13.8055056666492
FBgn0003134	Unbiased	0.188639179338388
FBgn0003137	Moderately male-biased	1.41217605297041
FBgn0003139	Highly female-biased	-2.14139014546514
FBgn0003140	Highly male-biased	12.9716996444318
FBgn0003141	Moderately female-biased	-1.46357841566268
FBgn0003145	Highly male-biased	10.3376764424262
FBgn0003149	Highly male-biased	2.76498339646776
FBgn0003159	Moderately male-biased	1.40374950231735
FBgn0003162	Moderately male-biased	1.42881064395038
FBgn0003165	Moderately female-biased	-1.51288092825163
FBgn0003169	Moderately female-biased	-1.58367139693718
FBgn0003174	Unbiased	-0.0628324426098296
FBgn0003175	Moderately male-biased	1.32773126686647
FBgn0003187	Unbiased	-0.089268169608393
FBgn0003189	Moderately female-biased	-0.964800379878773
FBgn0003204	Moderately female-biased	-1.68700172663762
FBgn0003205	Moderately female-biased	-1.57913395635427
FBgn0003206	Unbiased	-0.482539273452055
FBgn0003209	Unbiased	0.280011139967074
FBgn0003210	Moderately female-biased	-1.39783126849022
FBgn0003218	Moderately male-biased	0.692533653615281
FBgn0003227	Highly female-biased	-3.48660507496376
FBgn0003231	Unbiased	0.412189385793982
FBgn0003248	Moderately male-biased	1.84118065105333
FBgn0003249	Highly male-biased	2.48832793707122
FBgn0003250	Highly male-biased	2.24353196735855
FBgn0003254	Highly male-biased	7.386487885524
FBgn0003255	Moderately male-biased	1.4284889897373
FBgn0003256	Highly female-biased	-4.03724520023003
FBgn0003257	Moderately female-biased	-1.91872011900541
FBgn0003261	Unbiased	-0.398017978053337
FBgn0003268	Highly female-biased	-2.86207413107685
FBgn0003274	Highly female-biased	-3.21818524378052
FBgn0003275	Moderately female-biased	-1.82761279482832
FBgn0003277	Moderately female-biased	-1.39059288764772
FBgn0003278	Highly female-biased	-2.74026452337285
FBgn0003279	Moderately female-biased	-0.774439083100627
FBgn0003285	Unbiased	0.237358841846855
FBgn0003292	Highly female-biased	-3.19252299058684
FBgn0003295	Highly male-biased	3.30333760782486
FBgn0003301	Highly male-biased	2.55954178920499
FBgn0003302	Moderately male-biased	0.978666430893268
FBgn0003308	Moderately male-biased	1.63412009337332
FBgn0003310	Moderately female-biased	-1.02669086874284
FBgn0003312	Moderately female-biased	-1.75189197384053
FBgn0003317	Moderately female-biased	-1.71120990600479
FBgn0003321	Unbiased	0.436181548433332
FBgn0003326	Highly male-biased	3.30406065076677
FBgn0003330	Moderately female-biased	-1.36990637956137
FBgn0003334	Moderately female-biased	-0.887873734393133
FBgn0003339	Highly male-biased	3.22812293911321
FBgn0003345	Unbiased	0.0935270155014043
FBgn0003346	Moderately female-biased	-1.85137690137795
FBgn0003353	Unbiased	-0.249564712278725
FBgn0003356	Moderately male-biased	1.8522124221007
FBgn0003357	Moderately male-biased	1.88370992160211
FBgn0003358	Moderately male-biased	0.939854988306382
FBgn0003360	Unbiased	0.110517614317663
FBgn0003366	Highly male-biased	2.04880370400733
FBgn0003371	Unbiased	0.456383719825469
FBgn0003380	Highly male-biased	3.07378515383474
FBgn0003386	Highly male-biased	3.36345695853919
FBgn0003388	Highly male-biased	2.36042687849131
FBgn0003390	Moderately male-biased	1.84960020368137
FBgn0003391	Moderately female-biased	-1.03402786133852
FBgn0003392	Moderately male-biased	1.08987041891788
FBgn0003396	Moderately male-biased	1.52023984649776
FBgn0003401	Highly female-biased	-5.68455056760098
FBgn0003410	Moderately female-biased	-1.01063614434101
FBgn0003415	Moderately female-biased	-1.06253853422841
FBgn0003416	Highly female-biased	-2.0410961033864
FBgn0003423	Moderately male-biased	0.559197811205711
FBgn0003429	Highly male-biased	2.7755876096548
FBgn0003430	Highly male-biased	2.60414792710691
FBgn0003435	Highly male-biased	4.5448897996327
FBgn0003444	Highly female-biased	-2.35369573950952
FBgn0003447	Highly female-biased	-3.01988064047037
FBgn0003449	Highly female-biased	-2.65800931248205
FBgn0003450	Highly female-biased	-3.58533125847499
FBgn0003459	Moderately female-biased	-1.01686742899407
FBgn0003460	Highly male-biased	3.08516544872087
FBgn0003462	Moderately female-biased	-0.728801804055788
FBgn0003463	Moderately male-biased	1.98246112067014
FBgn0003464	Moderately female-biased	-0.961889218653128
FBgn0003475	Moderately male-biased	0.906442133297248
FBgn0003479	Moderately female-biased	-1.08110220541357
FBgn0003480	Highly female-biased	-3.7614978554011
FBgn0003482	Highly female-biased	-7.0649223129923
FBgn0003483	Highly female-biased	-3.10175305407924
FBgn0003486	Highly female-biased	-5.36257699565026
FBgn0003495	Highly female-biased	-2.66240303729609
FBgn0003499	Highly male-biased	2.22372442575065
FBgn0003502	Highly female-biased	-2.00431447725486
FBgn0003507	Moderately male-biased	0.528484191682463
FBgn0003512	Moderately female-biased	-1.58256653017593
FBgn0003513	Highly male-biased	3.60612687217982
FBgn0003514	Moderately female-biased	-0.765249622882026
FBgn0003515	Moderately male-biased	1.5950103359005
FBgn0003517	Moderately female-biased	-0.894025967215503
FBgn0003520	Moderately female-biased	-0.553992199136696
FBgn0003525	Highly female-biased	-8.49477163956501
FBgn0003527	Moderately female-biased	-1.93453249265799
FBgn0003545	Moderately female-biased	-1.94290032936513
FBgn0003557	Unbiased	-0.239636305194407
FBgn0003559	Unbiased	-0.44944031178247
FBgn0003567	Highly female-biased	-2.13712663081419
FBgn0003575	Unbiased	-0.426342673279834
FBgn0003598	Highly female-biased	-2.50468901284779
FBgn0003607	Highly female-biased	-3.11131580739213
FBgn0003612	Moderately female-biased	-1.85289537669498
FBgn0003638	Moderately male-biased	1.04851285382851
FBgn0003651	Highly male-biased	2.24730128766689
FBgn0003654	Unbiased	0.0278321885414805
FBgn0003655	Highly female-biased	-8.44533180815208
FBgn0003656	Moderately male-biased	0.941504854355828
FBgn0003660	Unbiased	-0.490923927754899
FBgn0003676	Highly female-biased	-3.26716963342966
FBgn0003687	Highly female-biased	-2.68786847282735
FBgn0003701	Highly female-biased	-3.17294496865957
