geneID	Sex.Bias.Category	log2FoldChange
FBgn0000384	Unbiased	-0.233517918197065
FBgn0000394	Unbiased	-0.254290491930693
FBgn0000395	Unbiased	0.133241360284059
FBgn0000404	Unbiased	-0.041128591982446
FBgn0000405	Moderately female-biased	-0.61433169960558
FBgn0000406	Moderately female-biased	-1.96681398788463
FBgn0000411	Moderately male-biased	1.00357729067606
FBgn0000412	Unbiased	0.306806197343553
FBgn0000414	Moderately male-biased	0.880832229852356
FBgn0000416	Moderately female-biased	-0.994138904711914
FBgn0000422	Moderately male-biased	1.29883621292031
FBgn0000426	Moderately female-biased	-0.563768762389429
FBgn0000439	Unbiased	0.281916256636336
FBgn0000447	Unbiased	-0.179509837391701
FBgn0000448	Moderately male-biased	0.553343586955263
FBgn0000451	Moderately male-biased	1.64948937345119
FBgn0000454	Unbiased	-0.171501850464985
FBgn0000455	Unbiased	-0.289595010909191
FBgn0000459	Moderately female-biased	-1.23100230961522
FBgn0000463	Unbiased	0.0739649873341342
FBgn0000464	Moderately male-biased	0.792252391891512
FBgn0000473	Moderately female-biased	-1.11328140070996
FBgn0000477	Moderately female-biased	-1.28820590813864
FBgn0000479	Unbiased	0.385278052987139
FBgn0000482	Unbiased	0.314921249178575
FBgn0000489	Unbiased	0.257461197869155
FBgn0000490	Unbiased	0.0434386501490887
FBgn0000492	Moderately female-biased	-1.16792468952749
FBgn0000499	Unbiased	0.470701221699505
FBgn0000500	Unbiased	0.129124036806576
FBgn0000504	Unbiased	0.333949566802129
FBgn0000520	Moderately male-biased	0.881127964997847
FBgn0000524	Unbiased	-0.47678186120779
FBgn0000527	Moderately male-biased	0.828130147735527
FBgn0000529	Moderately male-biased	1.38481745441536
FBgn0000533	Unbiased	0.273089624995517
FBgn0000535	Moderately male-biased	0.921417242546137
FBgn0000536	Moderately female-biased	-0.683044330451019
FBgn0000541	Unbiased	0.171750119079375
FBgn0000542	Moderately female-biased	-1.92966055998662
FBgn0000543	Unbiased	0.143343481996026
FBgn0000546	Unbiased	0.454059897817751
FBgn0000547	Unbiased	0.396472198370666
FBgn0000557	Unbiased	0.159637061311526
FBgn0000559	Moderately female-biased	-0.863775992950269
FBgn0000562	Unbiased	0.0675002347159059
FBgn0000564	Highly female-biased	-6.24600586523564
FBgn0000565	Unbiased	0.159649546981241
FBgn0000566	Moderately female-biased	-0.977587107801993
FBgn0000567	Unbiased	0.306781950083578
FBgn0000568	Unbiased	0.400818805028654
FBgn0000575	Unbiased	0.270390582094197
FBgn0000576	Moderately male-biased	0.721991829174472
FBgn0000577	Unbiased	0.0623317887435645
FBgn0000578	Moderately male-biased	0.684981723509083
FBgn0000579	Moderately female-biased	-0.70650949945901
FBgn0000581	Moderately male-biased	0.568316215063452
FBgn0000588	Moderately male-biased	1.23349618141089
FBgn0000592	Moderately female-biased	-0.831268814725938
FBgn0000611	Unbiased	0.0286166853616707
FBgn0000615	Highly female-biased	-2.08495695677805
FBgn0000617	Unbiased	-0.0339069221902181
FBgn0000618	Moderately female-biased	-0.789056029720085
FBgn0000625	Unbiased	0.397355043760682
FBgn0000629	Unbiased	-0.0245662331066742
FBgn0000633	Moderately male-biased	0.934953873151623
FBgn0000635	Unbiased	0.189756152324782
FBgn0000636	Unbiased	0.329261015554345
FBgn0000644	Moderately male-biased	1.18114043628364
FBgn0000658	Moderately male-biased	0.854838335963555
FBgn0000659	Moderately male-biased	0.737659284063213
FBgn0000662	Moderately male-biased	0.597654917391733
FBgn0000667	Unbiased	-0.0792530707098632
FBgn0000709	Unbiased	0.315715127119828
FBgn0000711	Unbiased	0.287334760445912
FBgn0000715	Unbiased	0.075160190353327
FBgn0000719	Unbiased	0.351547828030667
FBgn0000721	Moderately female-biased	-0.89257088667753
FBgn0000723	Unbiased	0.258526860550992
FBgn0000810	Unbiased	0.299840272121504
FBgn0000964	Unbiased	-0.338039985782559
FBgn0000996	Unbiased	0.194881641659214
FBgn0001075	Moderately male-biased	0.719716826780739
FBgn0001078	Unbiased	0.350659583320833
FBgn0001079	Unbiased	-0.00492443622759508
FBgn0001083	Moderately male-biased	1.19250791632074
FBgn0001084	Unbiased	0.346947144962473
FBgn0001085	Moderately male-biased	0.748104823896153
FBgn0001087	Moderately male-biased	0.782168161772104
FBgn0001089	Unbiased	-0.0989149339086356
FBgn0001090	Unbiased	0.445931133698498
FBgn0001091	Moderately female-biased	-0.75291834217956
FBgn0001092	Moderately female-biased	-0.673301841212555
FBgn0001098	Unbiased	0.0343877540626617
FBgn0001104	Unbiased	0.0199217245783195
FBgn0001105	Unbiased	0.0380485236032948
FBgn0001108	Unbiased	0.34977989966322
FBgn0001112	Unbiased	-0.413301060303439
FBgn0001114	Highly female-biased	-2.03839163775921
FBgn0001122	Unbiased	0.474483302289368
FBgn0001123	Unbiased	0.272955565894953
FBgn0001124	Moderately female-biased	-1.41047667013264
FBgn0001125	Moderately female-biased	-1.4843174049736
FBgn0001128	Unbiased	-0.399849791749798
FBgn0001133	Unbiased	-0.0364882126067715
FBgn0001134	Moderately male-biased	0.561044514227131
FBgn0001137	Unbiased	-0.477693789757548
FBgn0001138	Moderately male-biased	0.650065909063567
FBgn0001139	Unbiased	0.467563893682132
FBgn0001142	Moderately female-biased	-1.18912473737239
FBgn0001145	Unbiased	0.400351659426739
FBgn0001149	Unbiased	-0.246948597899251
FBgn0001150	Highly male-biased	2.43284099171334
FBgn0001168	Unbiased	-0.285060249852819
FBgn0001169	Unbiased	0.0320674918804366
FBgn0001170	Moderately male-biased	0.958258469267257
FBgn0001179	Unbiased	-0.0172489893031776
FBgn0001180	Unbiased	0.349047380827057
FBgn0001185	Unbiased	0.0702888260928786
FBgn0001186	Unbiased	0.238440699539691
FBgn0001187	Moderately female-biased	-1.75908873543269
FBgn0001189	Moderately female-biased	-0.778795207900905
FBgn0001197	Unbiased	-0.0317825091386876
FBgn0001202	Unbiased	0.0778272443466471
FBgn0001206	Unbiased	0.43346259237011
FBgn0001208	Moderately female-biased	-1.58926499310593
FBgn0001215	Moderately male-biased	0.761376553561225
FBgn0001216	Unbiased	-0.169559136372532
FBgn0001218	Unbiased	-0.343109003045375
FBgn0001220	Unbiased	-0.19650475789467
FBgn0001222	Unbiased	0.230878647812832
FBgn0001224	Moderately male-biased	0.517130347823069
FBgn0001225	Moderately female-biased	-0.606140825397841
FBgn0001226	Unbiased	0.295933898342887
FBgn0001227	Moderately male-biased	1.0294088458268
FBgn0001229	Unbiased	0.151714425656092
FBgn0001230	Moderately female-biased	-0.729880072796041
FBgn0001233	Moderately female-biased	-0.637752343251809
FBgn0001234	Unbiased	-0.23836208601418
FBgn0001235	Unbiased	-0.0564881675665984
FBgn0001247	Unbiased	0.043817324489374
FBgn0001248	Moderately female-biased	-0.729362021164698
FBgn0001250	Unbiased	-0.180592806120116
FBgn0001253	Moderately male-biased	1.54223711815126
FBgn0001256	Moderately male-biased	1.28567973782871
FBgn0001257	Moderately male-biased	0.757370700783057
FBgn0001258	Moderately female-biased	-1.19086276286146
FBgn0001259	Unbiased	0.27064858004735
FBgn0001263	Unbiased	-0.0265715083474887
FBgn0001269	Unbiased	0.318951103711957
FBgn0001276	Unbiased	-0.272483936054295
FBgn0001280	Moderately female-biased	-0.613469978071817
FBgn0001285	Unbiased	-0.476181956825456
FBgn0001291	Unbiased	-0.189192731938692
FBgn0001296	Moderately male-biased	0.623570578773159
FBgn0001297	Unbiased	0.00992037746753174
FBgn0001301	Unbiased	-0.0953994235282991
FBgn0001308	Unbiased	0.102713847053372
FBgn0001311	Moderately male-biased	1.32993220800859
FBgn0001316	Moderately male-biased	0.54490335535378
FBgn0001319	Moderately male-biased	0.913392645090683
FBgn0001320	Unbiased	0.237462914272036
FBgn0001321	Unbiased	-0.146921607278111
FBgn0001323	Unbiased	0.0516170526285629
FBgn0001324	Unbiased	0.268246320134372
FBgn0001325	Unbiased	0.220906204518704
FBgn0001330	Moderately male-biased	0.603155890859269
FBgn0001341	Moderately male-biased	1.12975606769004
FBgn0001404	Moderately male-biased	0.557886709254152
FBgn0001491	Moderately female-biased	-0.645746839595527
FBgn0001565	Unbiased	-0.398347048895555
FBgn0001612	Unbiased	0.0723325005412229
FBgn0001624	Unbiased	0.217042291130509
FBgn0001941	Unbiased	-0.182965161202577
FBgn0001942	Moderately female-biased	-0.63655847697569
FBgn0001961	Unbiased	0.116163097994821
FBgn0001965	Moderately male-biased	0.696621647291431
FBgn0001977	Unbiased	-0.241936878629126
FBgn0001978	Unbiased	0.242557433258069
FBgn0001981	Moderately male-biased	1.11186034861662
FBgn0001986	Unbiased	0.0907881479059094
FBgn0001987	Unbiased	0.151445441495874
FBgn0001989	Unbiased	-0.296556694102543
FBgn0001990	Unbiased	-0.429678316430678
FBgn0001991	Moderately male-biased	1.61183380496251
FBgn0001992	Moderately male-biased	1.46740740622831
FBgn0001994	Unbiased	0.146214120140657
FBgn0001995	Unbiased	-0.0923245824297843
FBgn0002021	Unbiased	-0.0608541766382774
FBgn0002022	Moderately female-biased	-0.609939800496886
FBgn0002023	Moderately male-biased	1.14060456849449
FBgn0002031	Unbiased	-0.225971785796987
FBgn0002036	Unbiased	0.408761260954566
FBgn0002044	Unbiased	0.164551467653683
FBgn0002069	Moderately female-biased	-0.705937703539395
FBgn0002121	Unbiased	-0.302918016712257
FBgn0002174	Unbiased	0.0839586253241403
FBgn0002183	Unbiased	0.108645863030686
FBgn0002283	Unbiased	0.222854775993181
FBgn0002284	Moderately female-biased	-0.701454300329264
FBgn0002306	Unbiased	0.452541572678058
FBgn0002354	Unbiased	-0.419349503043053
FBgn0002413	Unbiased	0.328918543941958
FBgn0002431	Unbiased	0.0997750181874796
FBgn0002441	Unbiased	0.335288299012784
FBgn0002521	Unbiased	-0.101963565829516
FBgn0002522	Unbiased	0.272684316065187
FBgn0002524	Unbiased	0.0334068791992524
FBgn0002525	Unbiased	0.358418893617576
FBgn0002526	Moderately female-biased	-0.525844789530838
FBgn0002542	Unbiased	-0.435362907950403
FBgn0002543	Moderately male-biased	0.914391163292493
FBgn0002552	Unbiased	-0.105902776297892
FBgn0002563	Moderately female-biased	-1.75412203267304
FBgn0002565	Moderately female-biased	-0.742305132135534
FBgn0002566	Unbiased	-0.230285624285684
FBgn0002567	Unbiased	0.409735370057163
FBgn0002570	Moderately male-biased	0.649923655633789
FBgn0002573	Unbiased	0.372019075792961
FBgn0002576	Unbiased	0.306191378662535
FBgn0002577	Moderately male-biased	0.93172481770325
FBgn0002579	Moderately female-biased	-1.05122405048862
FBgn0002590	Moderately female-biased	-1.40617466471108
FBgn0002592	Unbiased	-0.0419591416138655
FBgn0002593	Moderately female-biased	-1.40694656010013
FBgn0002609	Unbiased	0.0567505699098451
FBgn0002622	Moderately female-biased	-1.24522175333653
FBgn0002626	Moderately female-biased	-1.36981221532825
FBgn0002638	Unbiased	-0.10052247305273
FBgn0002641	Unbiased	0.108469259491213
FBgn0002643	Unbiased	0.469621396772457
FBgn0002645	Unbiased	-0.139013977953519
FBgn0002673	Unbiased	-0.279092295535564
FBgn0002707	Moderately male-biased	0.603880090177927
FBgn0002715	Unbiased	-0.0694751350300077
FBgn0002716	Unbiased	0.221345892410682
FBgn0002719	Moderately female-biased	-1.19920449975674
FBgn0002723	Unbiased	0.329127032540123
FBgn0002733	Unbiased	0.110728229370137
FBgn0002736	Moderately female-biased	-0.730324374658023
FBgn0002772	Moderately female-biased	-0.682544275215806
FBgn0002773	Unbiased	-0.32527488854469
FBgn0002774	Moderately male-biased	0.582305899850764
FBgn0002775	Unbiased	0.297386471811234
FBgn0002778	Unbiased	0.296732024702838
FBgn0002780	Unbiased	-0.408587591313142
FBgn0002781	Moderately male-biased	0.515381847557624
FBgn0002783	Unbiased	0.439584453336592
FBgn0002787	Unbiased	-0.460645200013075
FBgn0002789	Moderately female-biased	-0.873901236589531
FBgn0002791	Unbiased	-0.187031161807561
FBgn0002868	Unbiased	-0.262495579425039
FBgn0002872	Moderately male-biased	0.539508324154748
FBgn0002878	Unbiased	0.495949759803191
FBgn0002887	Unbiased	-0.0563535153631623
FBgn0002891	Unbiased	0.175713689224388
FBgn0002899	Moderately male-biased	0.557073022101323
FBgn0002901	Unbiased	-0.0136062447335714
FBgn0002905	Unbiased	0.424827360473255
FBgn0002906	Unbiased	0.412608630897858
FBgn0002914	Unbiased	0.0544278897241919
FBgn0002917	Moderately male-biased	1.2701693012931
FBgn0002921	Unbiased	0.477893787547896
FBgn0002922	Moderately female-biased	-0.646906190281786
FBgn0002924	Unbiased	-0.10573806887429
FBgn0002930	Moderately female-biased	-1.23210331108435
FBgn0002931	Unbiased	0.295269835466482
FBgn0002932	Unbiased	0.13636875238369
FBgn0002937	Unbiased	0.380851242840057
FBgn0002938	Unbiased	-0.0768230713155327
FBgn0002939	Moderately female-biased	-0.804598230517687
FBgn0002940	Unbiased	-0.186385857892728
FBgn0002941	Moderately male-biased	1.33756091512425
FBgn0002945	Moderately male-biased	0.565338910788068
FBgn0002948	Moderately male-biased	1.21891593145056
FBgn0002973	Unbiased	0.385424525455702
FBgn0002985	Moderately male-biased	0.678631800587881
FBgn0002989	Unbiased	-0.0621575738549194
FBgn0003002	Moderately male-biased	0.630124589529435
FBgn0003008	Unbiased	-0.488650672787479
FBgn0003011	Moderately male-biased	1.2713954743338
FBgn0003016	Unbiased	0.430208522015961
FBgn0003028	Unbiased	0.292350925783937
FBgn0003041	Unbiased	0.000480684479967839
FBgn0003042	Unbiased	0.461944537436941
FBgn0003044	Unbiased	0.435891330314704
FBgn0003046	Unbiased	-0.261485322954416
FBgn0003048	Unbiased	0.140563834193387
FBgn0003053	Unbiased	0.075167638218694
FBgn0003062	Unbiased	-0.2951621995126
FBgn0003068	Unbiased	0.305705023018654
FBgn0003071	Unbiased	0.0107062898438492
FBgn0003074	Moderately female-biased	-1.30916980159618
FBgn0003076	Moderately female-biased	-1.59173414978708
FBgn0003079	Unbiased	0.201357072818058
FBgn0003082	Moderately male-biased	0.611605620225033
FBgn0003089	Unbiased	0.200238167350544
FBgn0003090	Moderately male-biased	1.18331076789465
FBgn0003091	Unbiased	0.355374435942263
FBgn0003093	Unbiased	0.472396144512809
FBgn0003116	Moderately female-biased	-1.22343107683414
FBgn0003117	Unbiased	-0.443178676864795
FBgn0003118	Unbiased	0.117677670586977
FBgn0003130	Moderately male-biased	1.10377142607246
FBgn0003134	Unbiased	-0.389740574754781
FBgn0003137	Moderately female-biased	-0.509224097476625
FBgn0003139	Unbiased	0.081455520863573
FBgn0003141	Unbiased	-0.496126554191702
FBgn0003149	Unbiased	-0.268750296449326
FBgn0003159	Unbiased	0.380505566388176
FBgn0003162	Unbiased	-0.0406286713542704
FBgn0003165	Unbiased	0.47422084281728
FBgn0003169	Unbiased	-0.338722245467595
FBgn0003174	Moderately male-biased	0.920490806712563
FBgn0003175	Unbiased	0.313177393283816
FBgn0003187	Unbiased	0.43677749217092
FBgn0003189	Moderately female-biased	-0.567334964042629
FBgn0003204	Unbiased	0.148679945804952
FBgn0003205	Unbiased	0.128358209013029
FBgn0003206	Unbiased	0.0520601888605093
FBgn0003209	Unbiased	0.263282486154348
FBgn0003210	Unbiased	-0.149062271248009
FBgn0003218	Unbiased	0.147813003722074
FBgn0003227	Moderately male-biased	1.22546321365402
FBgn0003231	Unbiased	-0.49134658858419
FBgn0003248	Unbiased	-0.292835377914011
FBgn0003249	Unbiased	-0.450972511522296
FBgn0003250	Unbiased	-0.1237443442339
FBgn0003254	Moderately male-biased	1.12219979638918
FBgn0003255	Moderately male-biased	0.526816416904983
FBgn0003256	Unbiased	-0.247685251924505
FBgn0003257	Unbiased	0.252414862858164
FBgn0003261	Moderately male-biased	0.514795337258543
FBgn0003268	Moderately male-biased	1.03719669549049
FBgn0003274	Moderately female-biased	-1.49586882394463
FBgn0003275	Unbiased	-0.083932719044184
FBgn0003277	Unbiased	-0.140064405293303
FBgn0003278	Unbiased	0.0805277752053377
FBgn0003279	Moderately female-biased	-1.14398225634696
FBgn0003285	Moderately male-biased	0.677704913290577
FBgn0003292	Moderately male-biased	1.06738211278592
FBgn0003295	Moderately male-biased	0.783721335577815
FBgn0003300	Moderately male-biased	1.17888988014086
FBgn0003301	Moderately male-biased	1.25163430438735
FBgn0003302	Unbiased	0.392168792343802
FBgn0003308	Moderately female-biased	-1.0094926981415
FBgn0003310	Unbiased	0.447553632790989
FBgn0003317	Unbiased	0.00193998111466471
FBgn0003319	Moderately male-biased	0.823890841585163
FBgn0003321	Moderately male-biased	0.723985929296946
FBgn0003326	Moderately male-biased	0.98915584958723
FBgn0003330	Unbiased	0.403965393227164
FBgn0003334	Unbiased	0.432005815548355
FBgn0003339	Unbiased	0.266186831218097
FBgn0003345	Unbiased	0.130265537265218
FBgn0003346	Unbiased	-0.241657345517287
FBgn0003353	Unbiased	0.0765155170875059
FBgn0003360	Unbiased	-0.0732132734177685
FBgn0003366	Moderately male-biased	0.527356158801171
FBgn0003371	Unbiased	0.0771909999963579
FBgn0003372	Moderately male-biased	0.829083788482118
FBgn0003380	Moderately male-biased	0.61366959344054
FBgn0003386	Moderately male-biased	0.805707240086236
FBgn0003390	Unbiased	-0.335103716156345
FBgn0003391	Unbiased	0.212341882844407
FBgn0003392	Moderately male-biased	0.637004887268093
FBgn0003396	Unbiased	-0.0609201074389079
FBgn0003410	Unbiased	0.399023835777632
FBgn0003415	Moderately male-biased	0.595717280088932
FBgn0003416	Unbiased	0.150962977529672
FBgn0003423	Moderately male-biased	0.513503039393204
FBgn0003429	Moderately male-biased	0.870771639926238
FBgn0003430	Unbiased	0.328740168571027
FBgn0003435	Unbiased	0.286110425206967
FBgn0003444	Unbiased	-0.282161314233225
FBgn0003447	Unbiased	0.175097427457029
FBgn0003449	Moderately female-biased	-0.539077715166115
FBgn0003459	Unbiased	-0.207326213306329
FBgn0003460	Unbiased	0.489328011485499
FBgn0003462	Unbiased	-0.37100667152859
FBgn0003463	Unbiased	0.274729131280946
FBgn0003464	Moderately male-biased	0.650034889063978
FBgn0003475	Moderately male-biased	0.7497854472863
FBgn0003479	Unbiased	-0.0203864088575962
FBgn0003480	Unbiased	0.141454422079197
FBgn0003483	Unbiased	0.235328352224454
FBgn0003495	Unbiased	-0.309821268089558
FBgn0003499	Moderately male-biased	0.904889753691633
FBgn0003502	Unbiased	0.04224044337668
FBgn0003507	Moderately female-biased	-1.50868256987742
FBgn0003512	Unbiased	0.228714756811489
FBgn0003513	Moderately male-biased	1.06505816211218
FBgn0003514	Unbiased	-0.170903855688161
FBgn0003515	Unbiased	0.184202295032218
FBgn0003517	Moderately female-biased	-1.26367731725276
FBgn0003520	Unbiased	0.179374145710982
FBgn0003525	Moderately female-biased	-0.744880709138811
FBgn0003527	Moderately female-biased	-1.88515441544254
FBgn0003557	Unbiased	0.102647060350882
FBgn0003559	Unbiased	0.0118650451831569
FBgn0003567	Unbiased	0.00128085598440399
FBgn0003575	Unbiased	0.408940351380913
FBgn0003598	Unbiased	0.348899030237486
FBgn0003607	Unbiased	-0.244499241022246
FBgn0003612	Moderately male-biased	0.596328297565009
FBgn0003638	Highly male-biased	2.61252205520511
FBgn0003651	Moderately female-biased	-0.996317323297041
FBgn0003654	Moderately male-biased	0.607579338250193
FBgn0003656	Unbiased	0.121185755210943
FBgn0003660	Unbiased	-0.488037029414711
FBgn0003676	Unbiased	0.0845726792505791
FBgn0003687	Unbiased	0.0738811874626269
FBgn0003710	Moderately male-biased	1.27932466862254
FBgn0003714	Unbiased	-0.371113145253481
FBgn0003716	Unbiased	-0.188216184421924
FBgn0003719	Moderately female-biased	-0.836081197565777
FBgn0003721	Unbiased	-0.366326951707539
FBgn0003731	Moderately female-biased	-0.971518132040809
FBgn0003741	Unbiased	-0.364670085603607
FBgn0003742	Unbiased	0.0466371758215144
FBgn0003744	Unbiased	0.116193175063957
FBgn0003748	Moderately female-biased	-1.10654161114294
FBgn0003751	Unbiased	0.17916142476266
FBgn0003861	Unbiased	0.0707693609912463
FBgn0003862	Unbiased	0.493820363535461
FBgn0003866	Unbiased	0.335784376524584
FBgn0003867	Moderately female-biased	-0.737595831099755
FBgn0003870	Unbiased	-0.0895341792124149
FBgn0003882	Unbiased	-0.368612841187408
FBgn0003884	Unbiased	0.256257766510001
FBgn0003885	Unbiased	0.294059300366901
FBgn0003888	Unbiased	-0.0953905450772136
FBgn0003889	Moderately male-biased	1.65150680041285
FBgn0003890	Unbiased	-0.382426204060353
FBgn0003891	Unbiased	-0.0526712187676652
FBgn0003892	Unbiased	0.291877112965184
FBgn0003896	Moderately male-biased	0.743884337269091
FBgn0003930	Moderately male-biased	0.621533918907007
FBgn0003941	Moderately female-biased	-1.20104795317949
FBgn0003942	Moderately female-biased	-1.42787179269925
FBgn0003943	Moderately female-biased	-0.619745283674332
FBgn0003950	Highly male-biased	2.52786657562582
FBgn0003963	Unbiased	0.242959558829848
FBgn0003964	Unbiased	-0.0924090705978223
FBgn0003965	Moderately female-biased	-1.17900550776377
FBgn0003969	Unbiased	0.305978377588079
FBgn0003975	Moderately male-biased	0.985870456333186
FBgn0003977	Unbiased	0.0985261046460739
FBgn0003978	Unbiased	0.0561420619250664
FBgn0003984	Unbiased	0.389617412201371
FBgn0003996	Unbiased	0.351037297135926
FBgn0003997	Unbiased	0.107246668377703
FBgn0004003	Moderately female-biased	-0.692172479361749
FBgn0004045	Highly female-biased	-14.6552239362726
FBgn0004047	Highly female-biased	-8.90341414288824
FBgn0004049	Unbiased	0.475644494928348
FBgn0004050	Unbiased	0.333256808357751
FBgn0004055	Unbiased	0.472904239321988
FBgn0004057	Moderately female-biased	-1.66028678733184
FBgn0004066	Moderately female-biased	-0.768805210484495
FBgn0004087	Moderately female-biased	-1.04050296609743
FBgn0004101	Unbiased	0.254228617446819
FBgn0004102	Unbiased	0.323530819847648
FBgn0004103	Unbiased	-0.0895242588025316
FBgn0004107	Unbiased	-0.033414542837704
FBgn0004108	Moderately male-biased	0.717549556955486
FBgn0004117	Unbiased	-0.482514615648103
FBgn0004118	Unbiased	0.100050122391563
FBgn0004132	Unbiased	-0.462580490026697
FBgn0004133	Unbiased	0.268347120072585
FBgn0004167	Unbiased	0.155249589097299
FBgn0004168	Moderately male-biased	1.05997485060422
FBgn0004169	Unbiased	-0.37590839708267
FBgn0004177	Unbiased	0.0227199043112332
FBgn0004179	Moderately male-biased	0.505360750608035
FBgn0004197	Unbiased	-0.299965360319921
FBgn0004198	Moderately male-biased	0.519496122536999
FBgn0004227	Unbiased	0.471819915123804
FBgn0004237	Unbiased	0.199709650141094
FBgn0004240	Highly female-biased	-5.38978511108997
FBgn0004242	Moderately male-biased	0.731664901720423
FBgn0004244	Moderately male-biased	0.78715064771035
FBgn0004359	Unbiased	0.357748031633688
FBgn0004360	Unbiased	-0.0560041558984546
FBgn0004362	Unbiased	-0.215026919709527
FBgn0004363	Unbiased	-0.0879409655876132
FBgn0004364	Unbiased	-0.357881234863478
FBgn0004367	Unbiased	-0.062409921184246
FBgn0004368	Moderately male-biased	1.08530006369553
FBgn0004369	Moderately male-biased	0.793693391702341
FBgn0004370	Moderately male-biased	0.700781806329504
FBgn0004373	Unbiased	0.265427064912676
